Data;Giornata;Fonte;Tema;Citazione;Author;Note;JS
--/--;International Awareness Day #124;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #125;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #126;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #127;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #128;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #129;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #130;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #131;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #132;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #133;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #134;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #135;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #136;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #137;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #138;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #139;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #140;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #141;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #142;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #143;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #144;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #145;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #146;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #147;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #148;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #149;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #150;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #151;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #152;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #153;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #154;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #155;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #156;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #157;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #158;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #159;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #160;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #161;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #162;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #163;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #164;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #165;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #166;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #167;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #168;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #169;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #170;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #171;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #172;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #173;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #174;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #175;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #176;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #177;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #178;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #179;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #180;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #181;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #182;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #183;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #184;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #185;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #186;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #187;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
